transaction_id,customer_id,transaction_date,transaction_time,account_type,transaction_type,transaction_amount,transaction_direction,account_balance,merchant_category,state,credit_score,has_loan,loan_type,emi_amount,transaction_status,channel,kyc_status,is_fraud,hour,day_of_week,is_weekend,time_since_last_transaction,time_since_last_transaction_available,transaction_count_1h,transaction_count_24h,withdrawal_count_1h,withdrawal_count_24h,withdrawal_amount_1h,withdrawal_amount_24h,amount_velocity_1h,amount_velocity_24h,average_withdrawal_amount_24h
TXN000000853,CUST009866,2019-01-03,11:18,Current,ATM_Withdrawal,5000.0,Debit,46108.81,Food & Dining,Gujarat,483,1,Auto,3744.76,Success,Mobile_App,Verified,0,11,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000000658,CUST021950,2019-01-03,19:07,Current,ATM_Withdrawal,10000.0,Debit,25965.54,Entertainment,Telangana,419,0,,0.0,Success,Branch,Verified,0,19,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000000770,CUST067068,2019-01-03,22:37,Savings,ATM_Withdrawal,1000.0,Debit,47369.26,Education,Maharashtra,594,0,,0.0,Failed,Mobile_App,Verified,0,22,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000001156,CUST074183,2019-01-04,02:47,Current,ATM_Withdrawal,2000.0,Debit,7984.76,Salary,Tamil Nadu,499,1,Personal,656.62,Success,Mobile_App,Verified,0,2,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000001083,CUST031822,2019-01-04,08:03,Fixed Deposit,ATM_Withdrawal,1000.0,Debit,13803.68,Salary,Delhi,436,1,,2990.27,Success,Web,Verified,0,8,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000001097,CUST020080,2019-01-04,13:01,Current,ATM_Withdrawal,3000.0,Debit,34227.13,Healthcare,Maharashtra,522,1,Education,3304.45,Success,Branch,Verified,0,13,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000001144,CUST022181,2019-01-04,18:27,Savings,ATM_Withdrawal,5000.0,Debit,46575.13,Utilities,West Bengal,604,0,,0.0,Success,API,Verified,0,18,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000000963,CUST027307,2019-01-04,23:45,Salary,ATM_Withdrawal,2000.0,Debit,65724.81,Fuel,Punjab,801,0,,0.0,Success,Branch,Verified,0,23,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000001295,CUST033040,2019-01-05,05:43,Fixed Deposit,ATM_Withdrawal,5000.0,Debit,6035.13,Retail,West Bengal,581,0,,0.0,Success,ATM,Verified,0,5,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000001216,CUST057135,2019-01-05,08:49,Savings,ATM_Withdrawal,5000.0,Debit,151414.47,Retail,UP,629,0,,0.0,Success,POS_Terminal,Verified,0,8,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000001193,CUST015049,2019-01-05,12:29,Salary,ATM_Withdrawal,5000.0,Debit,63810.24,Food & Dining,Rajasthan,426,1,Personal,8394.1,Success,Branch,Verified,0,12,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000001371,CUST046543,2019-01-05,17:17,Salary,ATM_Withdrawal,2000.0,Debit,9060.61,Education,Delhi,681,0,,0.0,Success,Mobile_App,Verified,0,17,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000001182,CUST067299,2019-01-05,23:23,Current,ATM_Withdrawal,2000.0,Debit,67231.85,Utilities,Maharashtra,858,1,Personal,3754.1,Success,POS_Terminal,Verified,0,23,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000001750,CUST043754,2019-01-06,02:33,Savings,ATM_Withdrawal,500.0,Debit,131078.61,Fuel,Gujarat,853,1,Personal,11333.99,Success,Mobile_App,Verified,0,2,6,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000001621,CUST002357,2019-01-06,11:42,Salary,ATM_Withdrawal,2000.0,Debit,42062.64,Peer Transfer,Gujarat,874,0,,0.0,Success,Web,Verified,0,11,6,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000001699,CUST042241,2019-01-06,17:35,NRI,ATM_Withdrawal,1000.0,Debit,20575.08,Peer Transfer,West Bengal,395,1,Home,688.26,Success,Mobile_App,Verified,0,17,6,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000001910,CUST023712,2019-01-07,02:18,Current,ATM_Withdrawal,1000.0,Debit,89274.43,Utilities,Tamil Nadu,474,0,,0.0,Success,Mobile_App,Verified,0,2,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000002008,CUST012330,2019-01-07,08:08,Current,ATM_Withdrawal,1000.0,Debit,10990.34,Retail,West Bengal,385,0,,0.0,Success,Web,Verified,0,8,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000001835,CUST064107,2019-01-07,11:02,Savings,ATM_Withdrawal,10000.0,Debit,27253.5,Entertainment,West Bengal,512,0,,0.0,Success,Mobile_App,Verified,0,11,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000001851,CUST036379,2019-01-07,16:44,Savings,ATM_Withdrawal,10000.0,Debit,32356.84,Utilities,Tamil Nadu,569,0,,0.0,Success,Mobile_App,Pending,0,16,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000001806,CUST022444,2019-01-07,19:09,NRI,ATM_Withdrawal,1000.0,Debit,41277.14,E-Commerce,West Bengal,899,0,,0.0,Success,Mobile_App,Verified,0,19,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000001876,CUST071032,2019-01-07,21:06,Salary,ATM_Withdrawal,5000.0,Debit,22583.84,Peer Transfer,West Bengal,583,0,,0.0,Success,Mobile_App,Verified,0,21,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000002397,CUST061331,2019-01-08,00:04,Salary,ATM_Withdrawal,2000.0,Debit,144614.52,E-Commerce,Gujarat,475,1,Personal,33681.48,Success,API,Verified,0,0,1,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000002105,CUST027606,2019-01-08,03:57,Savings,ATM_Withdrawal,1000.0,Debit,5566.97,Travel,UP,898,0,,0.0,Failed,Branch,Verified,0,3,1,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000002154,CUST049724,2019-01-08,08:42,NRI,ATM_Withdrawal,1000.0,Debit,19085.12,Retail,Delhi,428,0,,0.0,Success,Branch,Verified,0,8,1,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000002116,CUST023178,2019-01-08,13:15,Savings,ATM_Withdrawal,1000.0,Debit,43889.89,Utilities,Tamil Nadu,605,0,,0.0,Success,Mobile_App,Verified,0,13,1,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000002110,CUST061950,2019-01-08,14:36,Savings,ATM_Withdrawal,5000.0,Debit,10479.28,Food & Dining,Maharashtra,719,0,,0.0,Success,Mobile_App,Verified,0,14,1,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000002304,CUST037901,2019-01-08,16:54,Current,ATM_Withdrawal,3000.0,Debit,18607.99,E-Commerce,Karnataka,476,1,Education,14813.81,Success,Mobile_App,Verified,0,16,1,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000002217,CUST017154,2019-01-08,22:25,Savings,ATM_Withdrawal,5000.0,Debit,71692.16,Education,Maharashtra,304,0,,0.0,Success,Mobile_App,Verified,0,22,1,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000002599,CUST052757,2019-01-09,01:13,Current,ATM_Withdrawal,2000.0,Debit,140841.99,Healthcare,Karnataka,407,0,,0.0,Success,Branch,Verified,0,1,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000002646,CUST072517,2019-01-09,04:39,Fixed Deposit,ATM_Withdrawal,5000.0,Debit,2917.78,Government,Delhi,761,0,,0.0,Success,Web,Verified,0,4,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000002666,CUST021448,2019-01-09,08:45,Salary,ATM_Withdrawal,500.0,Debit,67922.69,Travel,Telangana,715,0,,0.0,Success,Web,Verified,0,8,2,0,527520.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000002539,CUST013566,2019-01-09,11:43,Savings,ATM_Withdrawal,500.0,Debit,396023.72,Food & Dining,Karnataka,660,0,,0.0,Success,POS_Terminal,Pending,0,11,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000002502,CUST065634,2019-01-09,13:19,Salary,ATM_Withdrawal,2000.0,Debit,334022.78,Peer Transfer,Tamil Nadu,756,0,,0.0,Success,Mobile_App,Verified,0,13,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000002584,CUST033381,2019-01-09,17:18,Savings,ATM_Withdrawal,1000.0,Debit,83836.02,Salary,Karnataka,375,0,,0.0,Success,Web,Pending,0,17,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000002780,CUST049679,2019-01-10,01:58,Salary,ATM_Withdrawal,500.0,Debit,55377.38,E-Commerce,West Bengal,866,1,Education,47631.91,Success,POS_Terminal,Verified,0,1,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000002975,CUST047094,2019-01-10,04:37,Savings,ATM_Withdrawal,500.0,Debit,41823.1,Salary,Maharashtra,579,1,Auto,7137.94,Success,Mobile_App,Verified,0,4,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000002777,CUST006582,2019-01-10,06:29,Savings,ATM_Withdrawal,1000.0,Debit,130440.49,Peer Transfer,Gujarat,732,0,,0.0,Success,POS_Terminal,Verified,0,6,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000002961,CUST008768,2019-01-10,10:30,Savings,ATM_Withdrawal,3000.0,Debit,8531.74,Fuel,Karnataka,844,0,,0.0,Success,Branch,Verified,0,10,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000002888,CUST071426,2019-01-10,14:29,Savings,ATM_Withdrawal,1000.0,Debit,149985.7,Retail,Karnataka,828,0,,0.0,Success,ATM,Verified,0,14,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000003035,CUST039421,2019-01-10,20:28,Salary,ATM_Withdrawal,500.0,Debit,17599.45,Retail,Delhi,397,1,Home,6452.94,Success,ATM,Verified,0,20,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000002946,CUST045735,2019-01-10,23:09,Current,ATM_Withdrawal,2000.0,Debit,550441.53,E-Commerce,Maharashtra,529,0,,0.0,Success,Mobile_App,Verified,0,23,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000003247,CUST062369,2019-01-11,05:05,Savings,ATM_Withdrawal,1000.0,Debit,20170.29,Healthcare,Maharashtra,417,1,Education,2943.57,Success,POS_Terminal,Verified,0,5,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000003163,CUST067629,2019-01-11,07:43,Salary,ATM_Withdrawal,3000.0,Debit,469811.46,Retail,Maharashtra,748,1,Business,13534.57,Success,Branch,Verified,0,7,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000003100,CUST048457,2019-01-11,15:42,Current,ATM_Withdrawal,5000.0,Debit,87834.85,Peer Transfer,Tamil Nadu,896,1,Personal,2710.99,Success,Web,Verified,0,15,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000003158,CUST024323,2019-01-11,19:15,Savings,ATM_Withdrawal,1000.0,Debit,64018.96,Peer Transfer,Delhi,603,0,,0.0,Success,API,Verified,0,19,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000003194,CUST001590,2019-01-11,23:00,Current,ATM_Withdrawal,5000.0,Debit,3937.42,Travel,Delhi,421,1,Business,2830.72,Success,Web,Verified,0,23,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000003634,CUST032921,2019-01-12,01:10,Salary,ATM_Withdrawal,2000.0,Debit,80318.9,Entertainment,Maharashtra,654,0,,0.0,Success,Mobile_App,Verified,0,1,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000003433,CUST008812,2019-01-12,04:57,Savings,ATM_Withdrawal,2000.0,Debit,5634.42,Salary,Punjab,798,0,,0.0,Success,Web,Verified,0,4,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000003531,CUST063044,2019-01-12,08:29,Salary,ATM_Withdrawal,1000.0,Debit,38919.9,Entertainment,Rajasthan,314,0,,0.0,Success,ATM,Verified,0,8,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000003516,CUST052161,2019-01-12,14:47,Current,ATM_Withdrawal,2000.0,Debit,58828.62,Retail,Delhi,723,0,,0.0,Success,Mobile_App,Verified,0,14,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000003496,CUST068324,2019-01-12,20:19,NRI,ATM_Withdrawal,500.0,Debit,49271.82,Food & Dining,Rajasthan,604,1,,7784.52,Success,Web,Verified,0,20,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000003957,CUST070270,2019-01-13,02:21,NRI,ATM_Withdrawal,2000.0,Debit,76785.37,Retail,West Bengal,858,1,Business,21074.42,Success,Mobile_App,Verified,0,2,6,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000003883,CUST028928,2019-01-13,07:27,Fixed Deposit,ATM_Withdrawal,5000.0,Debit,551209.6,Government,Telangana,769,1,Education,6866.53,Success,Mobile_App,Verified,0,7,6,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000003819,CUST068499,2019-01-13,10:53,Savings,ATM_Withdrawal,1000.0,Debit,198892.74,Healthcare,Tamil Nadu,561,0,,0.0,Pending,Web,Verified,0,10,6,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000003879,CUST010752,2019-01-13,17:53,Salary,ATM_Withdrawal,1000.0,Debit,66375.38,Travel,Maharashtra,687,0,,0.0,Success,Mobile_App,Verified,0,17,6,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000003867,CUST012856,2019-01-13,21:01,NRI,ATM_Withdrawal,1000.0,Debit,4786.72,Government,Rajasthan,640,0,,0.0,Success,Web,Verified,0,21,6,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004006,CUST032131,2019-01-14,03:23,Fixed Deposit,ATM_Withdrawal,3000.0,Debit,16787.03,Insurance,Delhi,743,1,Home,3616.37,Success,Mobile_App,Verified,0,3,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004036,CUST043443,2019-01-14,07:48,Current,ATM_Withdrawal,1000.0,Debit,12723.92,E-Commerce,Karnataka,797,0,,0.0,Failed,Branch,Verified,0,7,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004186,CUST041259,2019-01-14,10:56,Savings,ATM_Withdrawal,1000.0,Debit,3804.01,Investment,Telangana,471,0,,0.0,Success,Web,Verified,0,10,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004055,CUST049684,2019-01-14,14:24,Savings,ATM_Withdrawal,1000.0,Debit,21280.98,Government,Tamil Nadu,834,0,,0.0,Success,Mobile_App,Verified,0,14,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004261,CUST018063,2019-01-14,16:03,Savings,ATM_Withdrawal,1000.0,Debit,101667.83,Utilities,Maharashtra,540,1,,11991.27,Success,ATM,Verified,0,16,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004270,CUST012193,2019-01-14,19:16,Current,ATM_Withdrawal,500.0,Debit,23289.75,Utilities,Maharashtra,732,0,,0.0,Success,Mobile_App,Verified,0,19,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004172,CUST035960,2019-01-14,21:46,Current,ATM_Withdrawal,500.0,Debit,70772.88,Education,UP,800,0,,0.0,Success,Mobile_App,Verified,0,21,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004073,CUST042240,2019-01-14,23:22,Savings,ATM_Withdrawal,2000.0,Debit,122070.44,Insurance,Tamil Nadu,461,0,,0.0,Success,ATM,Verified,0,23,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004580,CUST061577,2019-01-15,02:54,Savings,ATM_Withdrawal,3000.0,Debit,11561.31,Travel,Rajasthan,546,0,,0.0,Success,Web,Verified,0,2,1,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004422,CUST001631,2019-01-15,06:05,Current,ATM_Withdrawal,5000.0,Debit,26384.31,Government,Maharashtra,643,1,Home,2115.77,Success,Branch,Pending,0,6,1,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004349,CUST011350,2019-01-15,11:52,Current,ATM_Withdrawal,2000.0,Debit,72604.91,Government,Gujarat,707,0,,0.0,Success,ATM,Verified,0,11,1,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004512,CUST063628,2019-01-15,12:57,Salary,ATM_Withdrawal,2000.0,Debit,98218.6,Utilities,Telangana,488,0,,0.0,Success,Web,Verified,0,12,1,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004447,CUST057022,2019-01-15,21:03,Salary,ATM_Withdrawal,2000.0,Debit,9794.84,Utilities,Maharashtra,566,0,,0.0,Success,Web,Verified,0,21,1,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004661,CUST034029,2019-01-16,02:05,Savings,ATM_Withdrawal,2000.0,Debit,23617.41,Healthcare,Rajasthan,403,1,,8600.4,Success,Mobile_App,Verified,0,2,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004877,CUST039568,2019-01-16,05:06,Savings,ATM_Withdrawal,500.0,Debit,26972.66,E-Commerce,West Bengal,648,1,Personal,1545.32,Success,Mobile_App,Verified,0,5,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004910,CUST068380,2019-01-16,07:05,Salary,ATM_Withdrawal,5000.0,Debit,213751.01,Healthcare,Telangana,494,1,Auto,13136.9,Success,POS_Terminal,Verified,0,7,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004642,CUST013027,2019-01-16,09:59,Savings,ATM_Withdrawal,10000.0,Debit,18961.41,Utilities,Tamil Nadu,764,0,,0.0,Success,Mobile_App,Verified,0,9,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004679,CUST069498,2019-01-16,12:48,Savings,ATM_Withdrawal,1000.0,Debit,30431.72,Entertainment,Telangana,333,0,,0.0,Success,Mobile_App,Verified,0,12,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004710,CUST075505,2019-01-16,17:30,Savings,ATM_Withdrawal,1000.0,Debit,14833.85,Salary,UP,588,0,,0.0,Success,Web,Verified,0,17,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004692,CUST020885,2019-01-16,23:20,Savings,ATM_Withdrawal,2000.0,Debit,30987.69,Entertainment,Gujarat,512,0,,0.0,Success,Branch,Verified,0,23,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004977,CUST033655,2019-01-17,01:42,Salary,ATM_Withdrawal,2000.0,Debit,34588.99,Real Estate,Telangana,635,0,,0.0,Success,Mobile_App,Verified,0,1,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000005086,CUST025257,2019-01-17,04:36,Savings,ATM_Withdrawal,1000.0,Debit,243809.55,E-Commerce,Tamil Nadu,681,1,Business,3682.13,Success,Mobile_App,Verified,0,4,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004965,CUST046419,2019-01-17,07:09,Current,ATM_Withdrawal,500.0,Debit,104751.13,E-Commerce,Punjab,681,1,Home,4232.8,Success,Mobile_App,Verified,0,7,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004929,CUST069856,2019-01-17,10:44,Salary,ATM_Withdrawal,5000.0,Debit,24183.42,Travel,Tamil Nadu,675,0,,0.0,Success,ATM,Verified,0,10,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000005152,CUST042933,2019-01-17,13:18,Savings,ATM_Withdrawal,2000.0,Debit,76090.23,E-Commerce,Tamil Nadu,424,0,,0.0,Success,Mobile_App,Verified,0,13,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000004946,CUST003122,2019-01-17,16:17,Savings,ATM_Withdrawal,1000.0,Debit,124009.22,Travel,Karnataka,322,0,,0.0,Success,Mobile_App,Verified,0,16,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000005184,CUST020747,2019-01-17,19:51,Current,ATM_Withdrawal,1000.0,Debit,69478.66,Utilities,West Bengal,732,1,Gold,3323.96,Success,Branch,Verified,0,19,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000005500,CUST069877,2019-01-18,03:54,Savings,ATM_Withdrawal,1000.0,Debit,911.26,Travel,Rajasthan,349,0,,0.0,Success,Web,Verified,0,3,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000005375,CUST056653,2019-01-18,06:13,Savings,ATM_Withdrawal,2000.0,Debit,3830.2,Travel,Karnataka,504,0,,0.0,Success,Web,Verified,0,6,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000005232,CUST061862,2019-01-18,09:30,Savings,ATM_Withdrawal,1000.0,Debit,8575.09,Investment,West Bengal,349,0,,0.0,Success,Web,Verified,0,9,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000005435,CUST038197,2019-01-18,17:18,Savings,ATM_Withdrawal,3000.0,Debit,6712.11,Retail,West Bengal,606,1,Auto,9080.99,Success,API,Verified,0,17,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000005403,CUST059214,2019-01-18,21:00,Salary,ATM_Withdrawal,2000.0,Debit,58982.84,Peer Transfer,Delhi,665,0,,0.0,Success,ATM,Verified,0,21,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
