transaction_id,customer_id,atm_id,candidate_rank,candidate_selection_score,distance_to_atm,distance_from_recent_activity,distance_available,atm_withdrawal_count,atm_withdrawals_1h,atm_withdrawals_24h,atm_fraud_count,atm_fraud_rate,atm_recent_activity,atm_history_available,local_fraud_density,local_fraud_density_available,linked_account_count,suspicious_account_count,network_features_available,data_source,linkage_type,distance_method,target_generation_score,target_selection_probability,target
TXN000000012,CUST064821,ATM04753,4,0.9735884485351247,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7971963582059463,0.21409080424208102,0
TXN000000012,CUST064821,ATM08474,5,0.9734837072834356,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7743902610783873,0.18861345409402133,1
TXN000000212,CUST046844,ATM09564,1,0.9642273642700696,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7555154265588206,0.1886323513328503,0
TXN000000212,CUST046844,ATM07218,2,0.9636201240805502,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.758659771641195,0.19195644040324475,1
TXN000000212,CUST046844,ATM04323,3,0.9631254191058789,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7675907212524967,0.20172085991591593,0
TXN000000212,CUST046844,ATM05833,4,0.9616384580485492,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7627250180381621,0.19634104557797064,0
TXN000000212,CUST046844,ATM00155,5,0.9611418508221776,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7843050081007572,0.22134930277001852,0
TXN000000164,CUST052734,ATM09409,1,0.8684947932969147,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7078827390267979,0.19762077574442558,0
TXN000000164,CUST052734,ATM06545,2,0.8665033649847026,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7250820573392803,0.2174353768819995,0
TXN000000164,CUST052734,ATM07228,3,0.8439412006808032,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7179860864114649,0.20903038577626146,0
TXN000000164,CUST052734,ATM04530,4,0.8437784561263307,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7046153737831422,0.19406591920463573,0
TXN000000164,CUST052734,ATM09493,5,0.8347296159079809,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.6929101116278521,0.1818475423926778,1
TXN000000125,CUST022300,ATM03005,1,0.9740827049922988,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7999430866188285,0.21535918910935498,0
TXN000000125,CUST022300,ATM04130,2,0.9738356356090216,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7816079497064828,0.19450257643715313,0
TXN000000125,CUST022300,ATM03148,3,0.9737015723066845,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7842825031457819,0.1974141960681792,0
TXN000000125,CUST022300,ATM06973,4,0.9735884485351247,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7735379778383925,0.1859749955946109,0
TXN000000125,CUST022300,ATM02344,5,0.9734837072834356,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7925988027466797,0.2067490427907018,1
TXN000000322,CUST029593,ATM02802,1,0.9499243599226064,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7801301405388483,0.21588040624591506,0
TXN000000322,CUST029593,ATM05897,2,0.9499243599226064,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7574892010091048,0.1903646764263282,0
TXN000000322,CUST029593,ATM01345,3,0.9495949495157646,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7716073406460033,0.2058969274255961,0
TXN000000322,CUST029593,ATM08731,4,0.9494952963638471,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7604744933867896,0.19354819279433177,1
TXN000000322,CUST029593,ATM04403,5,0.9493495342287706,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7611813962027385,0.19430979710782897,0
TXN000000317,CUST054749,ATM02412,1,0.9840583991573828,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7974483218876193,0.2022168800864515,1
TXN000000317,CUST054749,ATM08325,2,0.9840583991573828,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7822676532075847,0.1858618650919996,0
TXN000000317,CUST054749,ATM02218,3,0.9836879182439364,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7991253280000604,0.2041096778431325,0
TXN000000317,CUST054749,ATM02929,4,0.9836879182439364,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.8146280656761092,0.2224681190736892,0
TXN000000317,CUST054749,ATM08185,5,0.9836879182439364,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7817648944991672,0.18534345790472723,0
TXN000000486,CUST072937,ATM05233,1,0.9745764913976005,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7763201029739526,0.19136961542046302,0
TXN000000486,CUST072937,ATM07849,2,0.9741383382750584,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7891913120986102,0.2055549581977031,1
TXN000000486,CUST072937,ATM03601,3,0.9739197823417662,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7820623626405543,0.19757300466235148,0
TXN000000486,CUST072937,ATM01075,4,0.9735884485351247,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7913130851054387,0.20799230056097492,0
TXN000000486,CUST072937,ATM03901,5,0.9735884485351247,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.782005063150661,0.19751012115850752,0
TXN000000528,CUST013808,ATM02412,1,0.9444583991573827,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7578483218876193,0.20221688008645142,0
TXN000000528,CUST013808,ATM08325,2,0.9444583991573827,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7426676532075848,0.18586186509199948,0
TXN000000528,CUST013808,ATM02218,3,0.9440879182439363,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7595253280000606,0.20410967784313253,0
TXN000000528,CUST013808,ATM02929,4,0.9440879182439363,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7750280656761094,0.22246811907368927,1
TXN000000528,CUST013808,ATM08185,5,0.9440879182439363,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7421648944991673,0.18534345790472725,0
TXN000000760,CUST067662,ATM09409,1,0.8720947932969147,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7114827390267979,0.19272619339067773,0
TXN000000760,CUST067662,ATM06545,2,0.8701033649847026,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7286820573392804,0.2120500354129249,0
TXN000000760,CUST067662,ATM07228,3,0.8475412006808033,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7215860864114649,0.20385321534079698,0
TXN000000760,CUST067662,ATM04530,4,0.8473784561263308,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7082153737831423,0.18925938193635125,0
TXN000000760,CUST067662,ATM02706,5,0.8375484821006844,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7200412741627003,0.20211117391924924,1
TXN000000669,CUST032050,ATM06172,1,0.9480583991573828,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7527261271315295,0.187951514500327,0
TXN000000669,CUST032050,ATM00665,2,0.9479486756554684,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7719033996584099,0.20908156330871314,0
TXN000000669,CUST032050,ATM00100,3,0.9479349348680242,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7756550593771644,0.21348508802085414,1
TXN000000669,CUST032050,ATM07825,4,0.9479349348680242,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7470976859281636,0.1821653716900882,0
TXN000000669,CUST032050,ATM09544,5,0.9479349348680242,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7703773595116052,0.2073164624800176,0
TXN000000803,CUST017261,ATM01332,1,0.9556428899827508,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7784143181453632,0.20641440101208286,0
TXN000000803,CUST017261,ATM00724,2,0.9532300807027259,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7811536644519624,0.20957976234987308,0
TXN000000803,CUST017261,ATM08668,3,0.9528873419669602,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7554602378096958,0.18170111920007456,0
TXN000000803,CUST017261,ATM02398,4,0.9527820861371538,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7748670654124176,0.20238642072669438,0
TXN000000803,CUST017261,ATM05066,5,0.9521222396699183,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7726584515069712,0.19991829671127512,1
TXN000000853,CUST009866,ATM08010,1,0.9950146952605947,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7982889183887429,0.19165360751618524,0
TXN000000853,CUST009866,ATM08228,2,0.9904985431817347,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7956101284817121,0.188822505404108,1
TXN000000853,CUST009866,ATM04107,3,0.9902886698875523,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.8052697939016565,0.19923245465373418,0
TXN000000853,CUST009866,ATM01012,4,0.9879600389667172,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.8175264926070077,0.21327129216930785,0
TXN000000853,CUST009866,ATM01669,5,0.9861191109646981,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.8121716828714803,0.2070201402566647,0
TXN000000658,CUST021950,ATM09947,1,0.8897946402676845,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7323945389076535,0.19534746498663508,0
TXN000000658,CUST021950,ATM06157,2,0.8792247618332021,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7319057622124513,0.19481773293429416,0
TXN000000658,CUST021950,ATM02311,3,0.876935889266083,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7447285862269775,0.2092024262229058,1
TXN000000658,CUST021950,ATM04132,4,0.8727362280531581,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7329205939146081,0.19591920844806307,0
TXN000000658,CUST021950,ATM01731,5,0.8691086573874384,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7408239337510527,0.204713167408102,0
TXN000000770,CUST067068,ATM03005,1,0.9740827049922988,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7999430866188285,0.21535918910935498,0
TXN000000770,CUST067068,ATM04130,2,0.9738356356090216,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7816079497064828,0.19450257643715313,1
TXN000000770,CUST067068,ATM03148,3,0.9737015723066845,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7842825031457819,0.1974141960681792,0
TXN000000770,CUST067068,ATM06973,4,0.9735884485351247,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7735379778383925,0.1859749955946109,0
TXN000000770,CUST067068,ATM02344,5,0.9734837072834356,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7925988027466797,0.2067490427907018,0
TXN000001156,CUST074183,ATM06172,1,0.9300583991573828,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7347261271315295,0.1879515145003269,1
TXN000001156,CUST074183,ATM00665,2,0.9299486756554683,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7539033996584099,0.20908156330871303,0
TXN000001156,CUST074183,ATM00100,3,0.9299349348680241,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7576550593771645,0.21348508802085414,0
TXN000001156,CUST074183,ATM07825,4,0.9299349348680241,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7290976859281637,0.1821653716900882,0
TXN000001156,CUST074183,ATM09544,5,0.9299349348680241,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7523773595116053,0.2073164624800176,0
TXN000001083,CUST031822,ATM05233,1,0.9205764913976006,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7223201029739525,0.19136961542046294,0
TXN000001083,CUST031822,ATM07849,2,0.9201383382750584,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7351913120986102,0.20555495819770314,0
TXN000001083,CUST031822,ATM03601,3,0.9199197823417662,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7280623626405542,0.1975730046623514,0
TXN000001083,CUST031822,ATM01075,4,0.9195884485351247,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7373130851054388,0.20799230056097495,1
TXN000001083,CUST031822,ATM03901,5,0.9195884485351247,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.728005063150661,0.19751012115850758,0
TXN000001097,CUST020080,ATM03491,1,0.9894420268996253,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.8024824012977234,0.19869548923711142,0
TXN000001097,CUST020080,ATM02510,2,0.989387283500348,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.8074357970953657,0.20423929344028463,1
TXN000001097,CUST020080,ATM00965,3,0.9893142287752288,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.8126269070366748,0.21021520950822928,0
TXN000001097,CUST020080,ATM02463,4,0.9887828924314548,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.8057449948761642,0.20232978553351957,0
TXN000001097,CUST020080,ATM08309,5,0.9887828924314548,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7891598120707802,0.1845202222808552,0
TXN000001144,CUST022181,ATM08010,1,0.9554146952605947,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.758688918388743,0.1839936257949424,0
TXN000001144,CUST022181,ATM01544,2,0.9533099233473586,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7772553371364159,0.2039852904098786,1
TXN000001144,CUST022181,ATM04304,3,0.9515669080176783,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.763953621852962,0.18945460931859215,0
TXN000001144,CUST022181,ATM01935,4,0.9514786721320819,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7883207356526613,0.21691863333000588,0
TXN000001144,CUST022181,ATM00705,5,0.9509221053648623,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7787164532071211,0.20564784114658083,0
TXN000000963,CUST027307,ATM06172,1,0.9480583991573828,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7527261271315295,0.187951514500327,0
TXN000000963,CUST027307,ATM00665,2,0.9479486756554684,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7719033996584099,0.20908156330871314,0
TXN000000963,CUST027307,ATM00100,3,0.9479349348680242,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7756550593771644,0.21348508802085414,1
TXN000000963,CUST027307,ATM07825,4,0.9479349348680242,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7470976859281636,0.1821653716900882,0
TXN000000963,CUST027307,ATM09544,5,0.9479349348680242,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7703773595116052,0.2073164624800176,0
TXN000001295,CUST033040,ATM01332,1,0.9772428899827509,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.8000143181453633,0.20641440101208286,0
TXN000001295,CUST033040,ATM00724,2,0.9748300807027259,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.8027536644519625,0.20957976234987308,0
TXN000001295,CUST033040,ATM08668,3,0.9744873419669603,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7770602378096959,0.18170111920007456,1
TXN000001295,CUST033040,ATM02398,4,0.9743820861371538,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7964670654124176,0.20238642072669438,0
TXN000001295,CUST033040,ATM05066,5,0.9737222396699183,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7942584515069713,0.19991829671127512,0
TXN000001216,CUST057135,ATM01544,1,0.9533099233473586,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7772553371364159,0.20451067080481408,0
TXN000001216,CUST057135,ATM04304,2,0.9515669080176783,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.763953621852962,0.1899425647847248,0
TXN000001216,CUST057135,ATM01935,3,0.9514786721320819,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7883207356526613,0.2174773245818054,0
TXN000001216,CUST057135,ATM00705,4,0.9509221053648623,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7787164532071211,0.2061775035736221,0
TXN000001216,CUST057135,ATM07049,5,0.9486918918872715,,,0,0,0,0,0,0.0,0.0,1,,0,,,0,synthetic,synthetic_candidate_simulation,unavailable_without_transaction_coordinates,0.7561580050998311,0.18189193625503358,1
